name,description,framework_id
"Ciencia, Tecnologia e Innovacion. Linea Estrategica 2: Territorio que Progresa","Desarrolla un ecosistema de innovacion con proyectos como el Parque Tecnologico, vinculacion universidad-empresa y financiamiento a startups. Prioriza sectores estrategicos (salud, energia limpia, TIC) y formacion en habilidades digitales para la Cuarta Revolucion Industrial.",4
Tecnologias de la Informacion y Comunicacion. Linea Estrategica 2: Territorio que Progresa,"Garantiza conectividad digital en zonas urbanas y rurales, con infraestructura de internet accesible y programas de alfabetizacion digital. Promueve gobierno electronico, telemedicina y teletrabajo para reducir brechas tecnologicas.",4
Agricultura y Desarrollo Rural. Linea Estrategica 2: Territorio que Progresa,"Fortalece la agricultura campesina con asistencia tecnica, comercializacion de productos locales y tecnologias sostenibles. Incluye proyectos de seguridad alimentaria, riego eficiente y turismo rural para dinamizar la economia campesina.",4
Transporte. Linea Estrategica 2: Territorio que Progresa,"Moderniza el sistema de movilidad con corredores estrategicos, integracion del transporte publico (ej. Metrolinea) y promocion de modos sostenibles (bicicletas, peatonalizacion). Reduce tiempos de desplazamiento y contaminacion mediante planes de movilidad inteligente.",4
"Vivienda, Ciudad y Territorio. Linea Estrategica 2: Territorio que Progresa","Garantiza acceso a vivienda digna con proyectos de urbanismo social y legalizacion de asentamientos. Implementa estrategias de densificacion equilibrada, espacio publico accesible y renovacion urbana en zonas marginadas.",4
Minas y Energia. Linea Estrategica 2: Territorio que Progresa,"Fomenta energias limpias (solar, biomasa) y mineria responsable. Incluye programas de eficiencia energetica para empresas y hogares, asi como transicion hacia una matriz energetica sostenible.",4
Gobierno Territorial. Linea Estrategica 3: Territorio Sostenible,"Implementa politicas publicas ambientales y de gestion del riesgo, fortaleciendo la gobernanza institucional para la sostenibilidad. Incluye planes de ordenamiento territorial con enfoque ecologico y mecanismos de participacion ciudadana en la toma de decisiones ambientales.",4
Ambiente y Desarrollo Sostenible. Linea Estrategica 3: Territorio Sostenible,"Protege los recursos naturales mediante estrategias de conservacion de cuencas hidricas, reforestacion y economia circular. Implementa programas de calidad del aire, manejo integral de residuos (meta: 30% de reciclaje para 2027) y corredores verdes urbanos para aumentar espacios publicos sostenibles.",4
Gestion del Riesgo. Linea Estrategica 3: Territorio Sostenible,"Reduce vulnerabilidades ante desastres naturales con sistemas de alerta temprana, obras de mitigacion en zonas de alto riesgo y capacitacion comunitaria. Prioriza soluciones basadas en la naturaleza para enfrentar el cambio climatico.",4
Bienestar Animal. Linea Estrategica 3: Territorio Sostenible,"Promueve la proteccion y tenencia responsable de animales mediante campanas de esterilizacion, centros de atencion veterinaria gratuita y educacion ciudadana. Combate el maltrato animal y fomenta la adopcion de fauna domestica en situacion de calle.",4
Energias Limpias. Linea Estrategica 3: Territorio Sostenible,"Impulsa la transicion energetica con proyectos de energia solar en edificios publicos, transporte electrico y eficiencia energetica en industrias. Meta: 10% de energias renovables en la matriz municipal para 2027.",4
Gobierno Territorial. Linea Estrategica 4: Territorio que Genera Valor,"Moderniza la administracion publica mediante sistemas digitales, simplificacion de tramites y profesionalizacion del talento humano. Implementa estrategias de gobierno abierto para garantizar transparencia y eficiencia en la gestion de recursos publicos.",4
Informacion Estadistica. Linea Estrategica 4: Territorio que Genera Valor,"Fortalece los sistemas de datos territoriales para la toma de decisiones basada en evidencia. Integra plataformas tecnologicas que permitan el monitoreo en tiempo real de indicadores sociales, economicos y ambientales.",4
Organismos de Control. Linea Estrategica 4: Territorio que Genera Valor,"Promueve la rendicion de cuentas y lucha contra la corrupcion mediante auditorias ciudadanas, veedurias comunitarias y sistemas de denuncia protegida. Fortalece la coordinacion entre Personeria, Contraloria y entes de vigilancia.",4
Gobierno territorial. Linea estrategica 5: Territorio seguro,"A traves de la estrategia de Gestores de Convivencia, se implementa un abordaje integral orientado a la prevencion y reduccion del delito, con enfasis en el hurto, la violencia interpersonal y la violencia intrafamiliar, mediante acciones pedagogicas que buscan disminuir comportamientos contrarios a la convivencia. Esta estrategia se focaliza en tres ejes principales: el respeto y garantia del derecho a la protesta pacifica, el diagnostico y abordaje de conflictividades sociales, y el apoyo a los frentes de seguridad. Como objetivo general, el programa busca gestionar escenarios, espacios o mecanismos que articulen la participacion de la comunidad, los organismos de seguridad -en especial la Policia Metropolitana de Bucaramanga- y la administracion municipal. Todo esto bajo un enfoque multidisciplinario y participativo, que permita realizar diagnosticos territoriales y situacionales, sistematizar experiencias y proponer soluciones a los principales factores que generan comportamientos contrarios a la convivencia o facilitan la comision de delitos, tanto en barrios y veredas como en el espacio publico y en puntos criticos de criminalidad previamente priorizados.",4
Justicia y del derecho. Linea estrategica 5: Territorio seguro,"La ciudad de Bucaramanga enfrenta actualmente el reto de seguridad mas significativo de su historia, evidenciado en la creciente vulneracion de los derechos y libertades de sus habitantes. En los ultimos cuatro anos, las cifras estadisticas muestran un aumento sostenido en distintos tipos penales, cuyas conductas delictivas han permeado escenarios publicos, entornos escolares y espacios recreativos. Este fenomeno responde a multiples factores causales, facilitadores y de riesgo que han contribuido al deterioro de la seguridad y a una creciente percepcion de inseguridad entre la ciudadania. Aunque las instituciones han incrementado su capacidad operativa en respuesta a esta situacion, dicho esfuerzo no ha sido suficiente para contrarrestar el contexto actual ni para alcanzar la estabilizacion de un territorio verdaderamente seguro, prospero y sostenible.",4
